Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,elementId,processId,resourceCost,resourceId
541,End,,2025-03-10 05:24:25.474,2025-03-10 05:24:25.474,Variant 10,10,Event_11w9bbq,Process_1fs5yg9,,
543,Start,,2025-03-09 22:08:00.000,2025-03-09 22:08:00.000,Variant 4,4,Event_0frlo4p,Process_1fs5yg9,,
543,Activity A,cross_trained_employee-000006,2025-03-09 22:08:00.000,2025-03-09 23:47:33.852,Variant 4,4,Activity_1b1ad30,Process_1fs5yg9,24.89105,QBP_DEFAULT_RESOURCE
543,Activity C,cross_trained_employee-000003,2025-03-09 23:47:33.852,2025-03-10 00:05:18.477,Variant 4,4,Activity_1swvhdt,Process_1fs5yg9,4.4359375,QBP_DEFAULT_RESOURCE
543,Activity E,cross_trained_employee-000010,2025-03-10 00:05:18.477,2025-03-10 06:48:55.991,Variant 4,4,Activity_0fxu22k,Process_1fs5yg9,100.65630833333333,QBP_DEFAULT_RESOURCE
543,Activity F,cross_trained_employee-000005,2025-03-10 00:05:18.477,2025-03-10 04:09:27.987,Variant 4,4,Activity_1i0xxsy,Process_1fs5yg9,60.789625,QBP_DEFAULT_RESOURCE
543,Activity J,cross_trained_employee-000006,2025-03-10 06:48:55.991,2025-03-10 08:31:21.654,Variant 4,4,Activity_0k8rmwo,Process_1fs5yg9,25.606929166666664,QBP_DEFAULT_RESOURCE
543,End,,2025-03-10 08:31:21.654,2025-03-10 08:31:21.654,Variant 4,4,Event_11w9bbq,Process_1fs5yg9,,
736,Start,,2025-04-03 02:33:00.000,2025-04-03 02:33:00.000,Variant 9,9,Event_0frlo4p,Process_1fs5yg9,,
736,Activity A,cross_trained_employee-000005,2025-04-03 02:33:00.000,2025-04-03 07:50:59.597,Variant 9,9,Activity_1b1ad30,Process_1fs5yg9,79.49832083333334,QBP_DEFAULT_RESOURCE
736,Activity D,cross_trained_employee-000009,2025-04-03 07:50:59.597,2025-04-03 10:06:33.981,Variant 9,9,Activity_1eot9rf,Process_1fs5yg9,33.89326666666666,QBP_DEFAULT_RESOURCE
736,Activity H,cross_trained_employee-000003,2025-04-03 10:06:33.981,2025-04-03 11:48:25.438,Variant 9,9,Activity_1xsbmdj,Process_1fs5yg9,25.464404166666668,QBP_DEFAULT_RESOURCE
736,Activity J,cross_trained_employee-000009,2025-04-03 11:48:25.438,2025-04-03 11:55:03.240,Variant 9,9,Activity_0k8rmwo,Process_1fs5yg9,1.6575083333333336,QBP_DEFAULT_RESOURCE
736,End,,2025-04-03 11:55:03.240,2025-04-03 11:55:03.240,Variant 9,9,Event_11w9bbq,Process_1fs5yg9,,
738,Start,,2025-04-03 08:33:00.000,2025-04-03 08:33:00.000,Variant 10,10,Event_0frlo4p,Process_1fs5yg9,,
738,Activity A,cross_trained_employee-000006,2025-04-03 08:33:00.000,2025-04-03 11:35:22.696,Variant 10,10,Activity_1b1ad30,Process_1fs5yg9,45.594566666666665,QBP_DEFAULT_RESOURCE
738,Activity B,cross_trained_employee-000002,2025-04-03 11:35:22.696,2025-04-03 12:18:14.720,Variant 10,10,Activity_0ostlyd,Process_1fs5yg9,10.716766666666667,QBP_DEFAULT_RESOURCE
738,Activity D,cross_trained_employee-000006,2025-04-03 12:18:14.720,2025-04-03 13:38:35.427,Variant 10,10,Activity_1eot9rf,Process_1fs5yg9,20.08627916666667,QBP_DEFAULT_RESOURCE
738,Activity H,cross_trained_employee-000009,2025-04-03 13:38:35.427,2025-04-03 15:25:09.058,Variant 10,10,Activity_1xsbmdj,Process_1fs5yg9,26.640129166666668,QBP_DEFAULT_RESOURCE
738,Activity I,cross_trained_employee-000001,2025-04-03 15:25:09.058,2025-04-03 18:46:10.190,Variant 10,10,Activity_1kt83un,Process_1fs5yg9,50.25471666666666,QBP_DEFAULT_RESOURCE
738,Activity J,cross_trained_employee-000004,2025-04-03 18:46:10.190,2025-04-03 22:00:06.596,Variant 10,10,Activity_0k8rmwo,Process_1fs5yg9,48.48502500000001,QBP_DEFAULT_RESOURCE
738,End,,2025-04-03 22:00:06.596,2025-04-03 22:00:06.596,Variant 10,10,Event_11w9bbq,Process_1fs5yg9,,
778,Start,,2025-04-08 08:38:00.000,2025-04-08 08:38:00.000,Variant 6,6,Event_0frlo4p,Process_1fs5yg9,,
778,Activity A,cross_trained_employee-000005,2025-04-08 08:38:00.000,2025-04-08 11:42:26.301,Variant 6,6,Activity_1b1ad30,Process_1fs5yg9,46.109587499999996,QBP_DEFAULT_RESOURCE
778,Activity B,cross_trained_employee-000007,2025-04-08 11:42:26.301,2025-04-08 16:59:05.463,Variant 6,6,Activity_0ostlyd,Process_1fs5yg9,79.163175,QBP_DEFAULT_RESOURCE
778,Activity D,cross_trained_employee-000004,2025-04-08 16:59:05.463,2025-04-09 01:15:23.308,Variant 6,6,Activity_1eot9rf,Process_1fs5yg9,124.07435416666668,QBP_DEFAULT_RESOURCE
778,Activity G,cross_trained_employee-000002,2025-04-09 01:15:23.308,2025-04-09 02:06:00.592,Variant 6,6,Activity_0oz9vlx,Process_1fs5yg9,12.40535,QBP_DEFAULT_RESOURCE
778,Activity I,cross_trained_employee-000007,2025-04-09 02:06:00.592,2025-04-09 05:03:54.168,Variant 6,6,Activity_1kt83un,Process_1fs5yg9,44.473233333333326,QBP_DEFAULT_RESOURCE
778,Activity J,cross_trained_employee-000004,2025-04-09 05:03:54.168,2025-04-09 05:43:57.972,Variant 6,6,Activity_0k8rmwo,Process_1fs5yg9,10.015849999999999,QBP_DEFAULT_RESOURCE
778,End,,2025-04-09 05:43:57.972,2025-04-09 05:43:57.972,Variant 6,6,Event_11w9bbq,Process_1fs5yg9,,
501,Start,,2025-03-04 16:03:00.000,2025-03-04 16:03:00.000,Variant 6,6,Event_0frlo4p,Process_1fs5yg9,,
501,Activity A,cross_trained_employee-000009,2025-03-04 16:03:00.000,2025-03-05 02:02:21.888,Variant 6,6,Activity_1b1ad30,Process_1fs5yg9,149.5912,QBP_DEFAULT_RESOURCE
501,Activity B,cross_trained_employee-000007,2025-03-05 02:02:21.888,2025-03-05 05:42:12.185,Variant 6,6,Activity_0ostlyd,Process_1fs5yg9,54.95957083333334,QBP_DEFAULT_RESOURCE
501,Activity D,cross_trained_employee-000006,2025-03-05 05:42:12.185,2025-03-05 07:53:16.886,Variant 6,6,Activity_1eot9rf,Process_1fs5yg9,32.7695875,QBP_DEFAULT_RESOURCE
501,Activity G,cross_trained_employee-000001,2025-03-05 07:53:16.886,2025-03-05 08:21:08.956,Variant 6,6,Activity_0oz9vlx,Process_1fs5yg9,6.966958333333333,QBP_DEFAULT_RESOURCE
501,Activity I,cross_trained_employee-000004,2025-03-05 08:21:08.956,2025-03-05 09:09:09.232,Variant 6,6,Activity_1kt83un,Process_1fs5yg9,12.001149999999999,QBP_DEFAULT_RESOURCE
501,Activity J,cross_trained_employee-000009,2025-03-05 09:09:09.232,2025-03-05 15:10:55.325,Variant 6,6,Activity_0k8rmwo,Process_1fs5yg9,90.44205416666667,QBP_DEFAULT_RESOURCE
501,End,,2025-03-05 15:10:55.325,2025-03-05 15:10:55.325,Variant 6,6,Event_11w9bbq,Process_1fs5yg9,,
545,Start,,2025-03-10 04:09:00.000,2025-03-10 04:09:00.000,Variant 10,10,Event_0frlo4p,Process_1fs5yg9,,
545,Activity A,cross_trained_employee-000006,2025-03-10 04:09:00.000,2025-03-10 05:05:58.712,Variant 10,10,Activity_1b1ad30,Process_1fs5yg9,14.244633333333333,QBP_DEFAULT_RESOURCE
545,Activity B,cross_trained_employee-000003,2025-03-10 05:05:58.712,2025-03-10 07:33:24.944,Variant 10,10,Activity_0ostlyd,Process_1fs5yg9,36.859300000000005,QBP_DEFAULT_RESOURCE
545,Activity D,cross_trained_employee-000001,2025-03-10 07:33:24.944,2025-03-10 09:53:17.730,Variant 10,10,Activity_1eot9rf,Process_1fs5yg9,34.96994166666667,QBP_DEFAULT_RESOURCE
545,Activity H,cross_trained_employee-000010,2025-03-10 09:53:17.730,2025-03-10 09:58:01.006,Variant 10,10,Activity_1xsbmdj,Process_1fs5yg9,1.1803166666666667,QBP_DEFAULT_RESOURCE
545,Activity I,cross_trained_employee-000007,2025-03-10 09:58:01.006,2025-03-10 11:26:34.716,Variant 10,10,Activity_1kt83un,Process_1fs5yg9,22.14045833333333,QBP_DEFAULT_RESOURCE
545,Activity J,cross_trained_employee-000008,2025-03-10 11:26:34.716,2025-03-10 18:45:41.845,Variant 10,10,Activity_0k8rmwo,Process_1fs5yg9,109.77970416666666,QBP_DEFAULT_RESOURCE
545,End,,2025-03-10 18:45:41.845,2025-03-10 18:45:41.845,Variant 10,10,Event_11w9bbq,Process_1fs5yg9,,
547,Start,,2025-03-10 10:09:00.000,2025-03-10 10:09:00.000,Variant 11,11,Event_0frlo4p,Process_1fs5yg9,,
547,Activity A,cross_trained_employee-000003,2025-03-10 10:09:00.000,2025-03-10 17:10:45.203,Variant 11,11,Activity_1b1ad30,Process_1fs5yg9,105.43834583333334,QBP_DEFAULT_RESOURCE
547,Activity B,cross_trained_employee-000006,2025-03-10 17:10:45.203,2025-03-10 17:48:17.647,Variant 11,11,Activity_0ostlyd,Process_1fs5yg9,9.385183333333332,QBP_DEFAULT_RESOURCE
547,Activity D,cross_trained_employee-000009,2025-03-10 17:48:17.647,2025-03-11 02:14:53.009,Variant 11,11,Activity_1eot9rf,Process_1fs5yg9,126.39734166666666,QBP_DEFAULT_RESOURCE
547,Activity H,cross_trained_employee-000004,2025-03-11 02:14:53.009,2025-03-11 04:42:42.902,Variant 11,11,Activity_1xsbmdj,Process_1fs5yg9,36.9578875,QBP_DEFAULT_RESOURCE
547,Activity J,cross_trained_employee-000009,2025-03-11 04:42:42.902,2025-03-11 05:15:14.930,Variant 11,11,Activity_0k8rmwo,Process_1fs5yg9,8.13345,QBP_DEFAULT_RESOURCE
547,End,,2025-03-11 05:15:14.930,2025-03-11 05:15:14.930,Variant 11,11,Event_11w9bbq,Process_1fs5yg9,,
851,Start,,2025-04-17 11:47:00.000,2025-04-17 11:47:00.000,Variant 10,10,Event_0frlo4p,Process_1fs5yg9,,
851,Activity A,cross_trained_employee-000002,2025-04-17 11:47:00.000,2025-04-17 12:44:27.151,Variant 10,10,Activity_1b1ad30,Process_1fs5yg9,14.363129166666667,QBP_DEFAULT_RESOURCE
851,Activity B,cross_trained_employee-000008,2025-04-17 12:44:27.151,2025-04-17 18:04:10.655,Variant 10,10,Activity_0ostlyd,Process_1fs5yg9,79.93126666666667,QBP_DEFAULT_RESOURCE
851,Activity D,cross_trained_employee-000007,2025-04-17 18:04:10.655,2025-04-17 18:33:44.328,Variant 10,10,Activity_1eot9rf,Process_1fs5yg9,7.390304166666667,QBP_DEFAULT_RESOURCE
851,Activity H,cross_trained_employee-000002,2025-04-17 18:33:44.328,2025-04-17 20:50:15.952,Variant 10,10,Activity_1xsbmdj,Process_1fs5yg9,34.131766666666664,QBP_DEFAULT_RESOURCE
851,Activity I,cross_trained_employee-000004,2025-04-17 20:50:15.952,2025-04-17 21:15:46.390,Variant 10,10,Activity_1kt83un,Process_1fs5yg9,6.376825,QBP_DEFAULT_RESOURCE
851,Activity J,cross_trained_employee-000003,2025-04-17 21:15:46.390,2025-04-18 03:23:52.132,Variant 10,10,Activity_0k8rmwo,Process_1fs5yg9,91.773925,QBP_DEFAULT_RESOURCE
851,End,,2025-04-18 03:23:52.132,2025-04-18 03:23:52.132,Variant 10,10,Event_11w9bbq,Process_1fs5yg9,,
312,Start,,2025-02-09 00:39:00.000,2025-02-09 00:39:00.000,Variant 12,12,Event_0frlo4p,Process_1fs5yg9,,
312,Activity A,cross_trained_employee-000006,2025-02-09 00:39:00.000,2025-02-09 02:31:33.401,Variant 12,12,Activity_1b1ad30,Process_1fs5yg9,27.889170833333335,QBP_DEFAULT_RESOURCE
312,Activity D,cross_trained_employee-000004,2025-02-09 02:31:33.401,2025-02-09 05:21:38.337,Variant 12,12,Activity_1eot9rf,Process_1fs5yg9,42.52056666666667,QBP_DEFAULT_RESOURCE
312,Activity G,cross_trained_employee-000005,2025-02-09 05:21:38.337,2025-02-09 06:13:04.510,Variant 12,12,Activity_0oz9vlx,Process_1fs5yg9,12.859054166666665,QBP_DEFAULT_RESOURCE
312,Activity J,cross_trained_employee-000003,2025-02-09 06:13:04.510,2025-02-09 08:21:12.322,Variant 12,12,Activity_0k8rmwo,Process_1fs5yg9,32.03255,QBP_DEFAULT_RESOURCE
312,End,,2025-02-09 08:21:12.322,2025-02-09 08:21:12.322,Variant 12,12,Event_11w9bbq,Process_1fs5yg9,,
503,Start,,2025-03-04 22:03:00.000,2025-03-04 22:03:00.000,Variant 11,11,Event_0frlo4p,Process_1fs5yg9,,
503,Activity A,cross_trained_employee-000002,2025-03-04 22:03:00.000,2025-03-05 11:38:15.984,Variant 11,11,Activity_1b1ad30,Process_1fs5yg9,203.5666,QBP_DEFAULT_RESOURCE
503,Activity B,cross_trained_employee-000010,2025-03-05 11:38:15.984,2025-03-05 12:10:12.908,Variant 11,11,Activity_0ostlyd,Process_1fs5yg9,7.987183333333333,QBP_DEFAULT_RESOURCE
503,Activity D,cross_trained_employee-000001,2025-03-05 12:10:12.908,2025-03-05 19:25:02.021,Variant 11,11,Activity_1eot9rf,Process_1fs5yg9,108.7046375,QBP_DEFAULT_RESOURCE
503,Activity H,cross_trained_employee-000003,2025-03-05 19:25:02.021,2025-03-05 19:54:49.661,Variant 11,11,Activity_1xsbmdj,Process_1fs5yg9,7.448500000000001,QBP_DEFAULT_RESOURCE
503,Activity J,cross_trained_employee-000008,2025-03-05 19:54:49.661,2025-03-06 00:46:12.659,Variant 11,11,Activity_0k8rmwo,Process_1fs5yg9,72.84582499999999,QBP_DEFAULT_RESOURCE
503,End,,2025-03-06 00:46:12.659,2025-03-06 00:46:12.659,Variant 11,11,Event_11w9bbq,Process_1fs5yg9,,
895,Start,,2025-04-22 23:52:00.000,2025-04-22 23:52:00.000,Variant 4,4,Event_0frlo4p,Process_1fs5yg9,,
895,Activity A,cross_trained_employee-000008,2025-04-22 23:52:00.000,2025-04-23 02:34:37.379,Variant 4,4,Activity_1b1ad30,Process_1fs5yg9,40.405745833333334,QBP_DEFAULT_RESOURCE
895,Activity C,cross_trained_employee-000007,2025-04-23 02:34:37.379,2025-04-23 04:10:45.821,Variant 4,4,Activity_1swvhdt,Process_1fs5yg9,24.035175000000002,QBP_DEFAULT_RESOURCE
895,Activity E,cross_trained_employee-000010,2025-04-23 04:10:45.821,2025-04-23 04:18:13.102,Variant 4,4,Activity_0fxu22k,Process_1fs5yg9,1.8636708333333334,QBP_DEFAULT_RESOURCE
895,Activity F,cross_trained_employee-000008,2025-04-23 04:10:45.821,2025-04-23 06:42:42.052,Variant 4,4,Activity_1i0xxsy,Process_1fs5yg9,37.984295833333334,QBP_DEFAULT_RESOURCE
895,Activity J,cross_trained_employee-000010,2025-04-23 06:42:42.052,2025-04-23 07:40:05.010,Variant 4,4,Activity_0k8rmwo,Process_1fs5yg9,14.345658333333335,QBP_DEFAULT_RESOURCE
895,End,,2025-04-23 07:40:05.010,2025-04-23 07:40:05.010,Variant 4,4,Event_11w9bbq,Process_1fs5yg9,,
426,Start,,2025-02-23 06:54:00.000,2025-02-23 06:54:00.000,Variant 1,1,Event_0frlo4p,Process_1fs5yg9,,
426,Activity A,cross_trained_employee-000003,2025-02-23 06:54:00.000,2025-02-23 08:13:59.594,Variant 1,1,Activity_1b1ad30,Process_1fs5yg9,19.998308333333334,QBP_DEFAULT_RESOURCE
426,Activity B,cross_trained_employee-000005,2025-02-23 08:13:59.594,2025-02-23 12:10:19.936,Variant 1,1,Activity_0ostlyd,Process_1fs5yg9,59.08475833333333,QBP_DEFAULT_RESOURCE
426,Activity C,cross_trained_employee-000008,2025-02-23 12:10:19.936,2025-02-23 19:28:08.510,Variant 1,1,Activity_1swvhdt,Process_1fs5yg9,109.45239166666666,QBP_DEFAULT_RESOURCE
426,Activity E,cross_trained_employee-000001,2025-02-23 19:28:08.510,2025-02-23 21:48:26.494,Variant 1,1,Activity_0fxu22k,Process_1fs5yg9,35.074933333333334,QBP_DEFAULT_RESOURCE
426,Activity F,cross_trained_employee-000004,2025-02-23 19:28:08.510,2025-02-24 02:06:33.302,Variant 1,1,Activity_1i0xxsy,Process_1fs5yg9,99.3533,QBP_DEFAULT_RESOURCE
426,Activity J,cross_trained_employee-000009,2025-02-24 02:06:33.302,2025-02-24 02:22:08.777,Variant 1,1,Activity_0k8rmwo,Process_1fs5yg9,3.8978125,QBP_DEFAULT_RESOURCE
426,End,,2025-02-24 02:22:08.777,2025-02-24 02:22:08.777,Variant 1,1,Event_11w9bbq,Process_1fs5yg9,,
966,Start,,2025-05-01 21:01:00.000,2025-05-01 21:01:00.000,Variant 7,7,Event_0frlo4p,Process_1fs5yg9,,
966,Activity A,cross_trained_employee-000001,2025-05-01 21:01:00.000,2025-05-02 00:17:07.640,Variant 7,7,Activity_1b1ad30,Process_1fs5yg9,49.031833333333324,QBP_DEFAULT_RESOURCE
966,Activity D,cross_trained_employee-000010,2025-05-02 00:17:07.640,2025-05-02 01:05:59.889,Variant 7,7,Activity_1eot9rf,Process_1fs5yg9,12.217704166666667,QBP_DEFAULT_RESOURCE
966,Activity G,cross_trained_employee-000007,2025-05-02 01:05:59.889,2025-05-02 03:01:50.260,Variant 7,7,Activity_0oz9vlx,Process_1fs5yg9,28.709879166666667,QBP_DEFAULT_RESOURCE
966,Activity I,cross_trained_employee-000006,2025-05-02 03:01:50.260,2025-05-02 03:33:37.293,Variant 7,7,Activity_1kt83un,Process_1fs5yg9,7.945970833333333,QBP_DEFAULT_RESOURCE
966,Activity J,cross_trained_employee-000007,2025-05-02 03:33:37.293,2025-05-02 08:04:01.207,Variant 7,7,Activity_0k8rmwo,Process_1fs5yg9,67.59964166666667,QBP_DEFAULT_RESOURCE
966,End,,2025-05-02 08:04:01.207,2025-05-02 08:04:01.207,Variant 7,7,Event_11w9bbq,Process_1fs5yg9,,
968,Start,,2025-05-02 03:02:00.000,2025-05-02 03:02:00.000,Variant 5,5,Event_0frlo4p,Process_1fs5yg9,,
968,Activity A,cross_trained_employee-000004,2025-05-02 03:02:00.000,2025-05-02 03:07:01.113,Variant 5,5,Activity_1b1ad30,Process_1fs5yg9,1.2546374999999999,QBP_DEFAULT_RESOURCE
968,Activity D,cross_trained_employee-000001,2025-05-02 03:07:01.113,2025-05-02 05:10:17.794,Variant 5,5,Activity_1eot9rf,Process_1fs5yg9,30.819504166666665,QBP_DEFAULT_RESOURCE
968,Activity H,cross_trained_employee-000003,2025-05-02 05:10:17.794,2025-05-02 05:35:30.575,Variant 5,5,Activity_1xsbmdj,Process_1fs5yg9,6.303254166666667,QBP_DEFAULT_RESOURCE
968,Activity I,cross_trained_employee-000002,2025-05-02 05:35:30.575,2025-05-02 07:18:05.982,Variant 5,5,Activity_1kt83un,Process_1fs5yg9,25.647529166666665,QBP_DEFAULT_RESOURCE
968,Activity J,cross_trained_employee-000010,2025-05-02 07:18:05.982,2025-05-02 09:47:59.013,Variant 5,5,Activity_0k8rmwo,Process_1fs5yg9,37.470962500000006,QBP_DEFAULT_RESOURCE
968,End,,2025-05-02 09:47:59.013,2025-05-02 09:47:59.013,Variant 5,5,Event_11w9bbq,Process_1fs5yg9,,
730,Start,,2025-04-02 08:32:00.000,2025-04-02 08:32:00.000,Variant 8,8,Event_0frlo4p,Process_1fs5yg9,,
730,Activity A,cross_trained_employee-000008,2025-04-02 08:32:00.000,2025-04-02 14:40:30.254,Variant 8,8,Activity_1b1ad30,Process_1fs5yg9,92.12605833333333,QBP_DEFAULT_RESOURCE
730,Activity B,cross_trained_employee-000006,2025-04-02 14:40:30.254,2025-04-02 21:50:35.097,Variant 8,8,Activity_0ostlyd,Process_1fs5yg9,107.52017916666667,QBP_DEFAULT_RESOURCE
730,Activity D,cross_trained_employee-000008,2025-04-02 21:50:35.097,2025-04-02 22:16:10.732,Variant 8,8,Activity_1eot9rf,Process_1fs5yg9,6.398479166666667,QBP_DEFAULT_RESOURCE
730,Activity G,cross_trained_employee-000009,2025-04-02 22:16:10.732,2025-04-03 05:48:06.610,Variant 8,8,Activity_0oz9vlx,Process_1fs5yg9,112.73282499999999,QBP_DEFAULT_RESOURCE
730,Activity J,cross_trained_employee-000003,2025-04-03 05:48:06.610,2025-04-03 07:57:31.899,Variant 8,8,Activity_0k8rmwo,Process_1fs5yg9,32.35537083333333,QBP_DEFAULT_RESOURCE
730,End,,2025-04-03 07:57:31.899,2025-04-03 07:57:31.899,Variant 8,8,Event_11w9bbq,Process_1fs5yg9,,
774,Start,,2025-04-07 20:37:00.000,2025-04-07 20:37:00.000,Variant 2,2,Event_0frlo4p,Process_1fs5yg9,,
774,Activity A,cross_trained_employee-000004,2025-04-07 20:37:00.000,2025-04-08 01:16:37.301,Variant 2,2,Activity_1b1ad30,Process_1fs5yg9,69.90542083333332,QBP_DEFAULT_RESOURCE
774,Activity C,cross_trained_employee-000001,2025-04-08 01:16:37.301,2025-04-08 01:33:19.174,Variant 2,2,Activity_1swvhdt,Process_1fs5yg9,4.174470833333333,QBP_DEFAULT_RESOURCE
774,Activity E,cross_trained_employee-000004,2025-04-08 01:33:19.174,2025-04-08 05:44:31.871,Variant 2,2,Activity_0fxu22k,Process_1fs5yg9,62.55290416666667,QBP_DEFAULT_RESOURCE
774,Activity F,cross_trained_employee-000010,2025-04-08 01:33:19.174,2025-04-08 02:33:19.666,Variant 2,2,Activity_1i0xxsy,Process_1fs5yg9,14.75205,QBP_DEFAULT_RESOURCE
774,Activity I,cross_trained_employee-000007,2025-04-08 05:44:31.871,2025-04-08 08:14:35.633,Variant 2,2,Activity_1kt83un,Process_1fs5yg9,37.51567500000001,QBP_DEFAULT_RESOURCE
774,Activity J,cross_trained_employee-000004,2025-04-08 08:14:35.633,2025-04-08 13:35:43.228,Variant 2,2,Activity_0k8rmwo,Process_1fs5yg9,80.28164583333334,QBP_DEFAULT_RESOURCE
774,End,,2025-04-08 13:35:43.228,2025-04-08 13:35:43.228,Variant 2,2,Event_11w9bbq,Process_1fs5yg9,,
310,Start,,2025-02-08 18:39:00.000,2025-02-08 18:39:00.000,Variant 3,3,Event_0frlo4p,Process_1fs5yg9,,
310,Activity A,cross_trained_employee-000010,2025-02-08 18:39:00.000,2025-02-08 18:57:36.103,Variant 3,3,Activity_1b1ad30,Process_1fs5yg9,4.650429166666667,QBP_DEFAULT_RESOURCE
310,Activity B,cross_trained_employee-000005,2025-02-08 18:57:36.103,2025-02-08 21:06:02.493,Variant 3,3,Activity_0ostlyd,Process_1fs5yg9,32.10995833333334,QBP_DEFAULT_RESOURCE
310,Activity C,cross_trained_employee-000006,2025-02-08 21:06:02.493,2025-02-08 22:47:44.522,Variant 3,3,Activity_1swvhdt,Process_1fs5yg9,25.425120833333338,QBP_DEFAULT_RESOURCE
310,Activity E,cross_trained_employee-000004,2025-02-08 22:47:44.522,2025-02-08 23:17:57.430,Variant 3,3,Activity_0fxu22k,Process_1fs5yg9,7.553783333333333,QBP_DEFAULT_RESOURCE
310,Activity F,cross_trained_employee-000003,2025-02-08 22:47:44.522,2025-02-08 23:57:43.784,Variant 3,3,Activity_1i0xxsy,Process_1fs5yg9,17.496924999999997,QBP_DEFAULT_RESOURCE
310,Activity I,cross_trained_employee-000008,2025-02-08 23:57:43.784,2025-02-09 01:27:09.673,Variant 3,3,Activity_1kt83un,Process_1fs5yg9,22.107870833333337,QBP_DEFAULT_RESOURCE
310,Activity J,cross_trained_employee-000009,2025-02-09 01:27:09.673,2025-02-09 03:44:57.287,Variant 3,3,Activity_0k8rmwo,Process_1fs5yg9,34.448391666666666,QBP_DEFAULT_RESOURCE
310,End,,2025-02-09 03:44:57.287,2025-02-09 03:44:57.287,Variant 3,3,Event_11w9bbq,Process_1fs5yg9,,
893,Start,,2025-04-22 17:52:00.000,2025-04-22 17:52:00.000,Variant 9,9,Event_0frlo4p,Process_1fs5yg9,,
893,Activity A,cross_trained_employee-000006,2025-04-22 17:52:00.000,2025-04-22 21:35:34.110,Variant 9,9,Activity_1b1ad30,Process_1fs5yg9,55.89212500000001,QBP_DEFAULT_RESOURCE
893,Activity D,cross_trained_employee-000005,2025-04-22 21:35:34.110,2025-04-22 23:15:42.631,Variant 9,9,Activity_1eot9rf,Process_1fs5yg9,25.035504166666666,QBP_DEFAULT_RESOURCE
893,Activity H,cross_trained_employee-000004,2025-04-22 23:15:42.631,2025-04-23 12:48:10.308,Variant 9,9,Activity_1xsbmdj,Process_1fs5yg9,202.86532083333333,QBP_DEFAULT_RESOURCE
893,Activity J,cross_trained_employee-000006,2025-04-23 12:48:10.308,2025-04-23 18:39:10.197,Variant 9,9,Activity_0k8rmwo,Process_1fs5yg9,87.74953749999999,QBP_DEFAULT_RESOURCE
893,End,,2025-04-23 18:39:10.197,2025-04-23 18:39:10.197,Variant 9,9,Event_11w9bbq,Process_1fs5yg9,,
776,Start,,2025-04-08 02:38:00.000,2025-04-08 02:38:00.000,Variant 1,1,Event_0frlo4p,Process_1fs5yg9,,
776,Activity A,cross_trained_employee-000001,2025-04-08 02:38:00.000,2025-04-08 02:39:22.315,Variant 1,1,Activity_1b1ad30,Process_1fs5yg9,0.34297916666666667,QBP_DEFAULT_RESOURCE
776,Activity B,cross_trained_employee-000008,2025-04-08 02:39:22.315,2025-04-08 03:45:41.137,Variant 1,1,Activity_0ostlyd,Process_1fs5yg9,16.578425,QBP_DEFAULT_RESOURCE
776,Activity C,cross_trained_employee-000006,2025-04-08 03:45:41.137,2025-04-08 06:14:27.036,Variant 1,1,Activity_1swvhdt,Process_1fs5yg9,37.191245833333326,QBP_DEFAULT_RESOURCE
776,Activity E,cross_trained_employee-000003,2025-04-08 06:14:27.036,2025-04-08 07:13:39.180,Variant 1,1,Activity_0fxu22k,Process_1fs5yg9,14.8006,QBP_DEFAULT_RESOURCE
776,Activity F,cross_trained_employee-000001,2025-04-08 06:14:27.036,2025-04-08 09:56:01.742,Variant 1,1,Activity_1i0xxsy,Process_1fs5yg9,55.39460833333333,QBP_DEFAULT_RESOURCE
776,Activity J,cross_trained_employee-000003,2025-04-08 09:56:01.742,2025-04-08 13:40:39.787,Variant 1,1,Activity_0k8rmwo,Process_1fs5yg9,56.15852083333333,QBP_DEFAULT_RESOURCE
776,End,,2025-04-08 13:40:39.787,2025-04-08 13:40:39.787,Variant 1,1,Event_11w9bbq,Process_1fs5yg9,,
617,Start,,2025-03-19 04:18:00.000,2025-03-19 04:18:00.000,Variant 9,9,Event_0frlo4p,Process_1fs5yg9,,
617,Activity A,cross_trained_employee-000004,2025-03-19 04:18:00.000,2025-03-19 05:09:14.344,Variant 9,9,Activity_1b1ad30,Process_1fs5yg9,12.809766666666668,QBP_DEFAULT_RESOURCE
617,Activity D,cross_trained_employee-000010,2025-03-19 05:09:14.344,2025-03-19 10:17:05.129,Variant 9,9,Activity_1eot9rf,Process_1fs5yg9,76.96160416666667,QBP_DEFAULT_RESOURCE
617,Activity H,cross_trained_employee-000006,2025-03-19 10:17:05.129,2025-03-19 12:57:57.549,Variant 9,9,Activity_1xsbmdj,Process_1fs5yg9,40.21841666666666,QBP_DEFAULT_RESOURCE
617,Activity J,cross_trained_employee-000005,2025-03-19 12:57:57.549,2025-03-19 15:03:00.767,Variant 9,9,Activity_0k8rmwo,Process_1fs5yg9,31.263408333333334,QBP_DEFAULT_RESOURCE
617,End,,2025-03-19 15:03:00.767,2025-03-19 15:03:00.767,Variant 9,9,Event_11w9bbq,Process_1fs5yg9,,
732,Start,,2025-04-02 14:32:00.000,2025-04-02 14:32:00.000,Variant 4,4,Event_0frlo4p,Process_1fs5yg9,,
